NumRegions:7
RegionID:-1
-6.790, 4.769, -1.204
-6.609, 4.790, -1.601
-6.591, 4.874, -1.189
-6.487, 4.921, -1.181
-6.399, 4.980, -1.176
-6.413, 4.893, -1.583
-6.306, 5.033, -1.170
-6.212, 5.083, -1.164
-6.232, 5.002, -1.569
-6.113, 5.129, -1.157
-6.018, 5.177, -1.151
-5.922, 5.221, -1.145
-5.834, 5.272, -1.141
-5.757, 5.335, -1.141
-5.661, 5.392, -1.141
-5.562, 5.438, -1.130
-5.469, 5.480, -1.123
-5.373, 5.517, -1.116
-5.287, 5.565, -1.111
-5.204, 5.613, -1.108
-5.118, 5.658, -1.104
-5.149, 5.580, -1.490
-5.061, 5.622, -1.483
-5.031, 5.702, -1.100
-5.084, 5.766, -0.725
-5.204, 5.759, -0.346
-5.295, 5.715, -0.347
-5.384, 5.670, -0.348
-5.485, 5.634, -0.350
-5.118, 5.806, -0.346
-5.032, 5.853, -0.345
-4.911, 5.854, -0.721
-4.995, 5.808, -0.723
-4.826, 5.899, -0.720
-4.895, 5.715, -1.474
-4.939, 5.614, -1.855
-4.977, 5.668, -1.478
RegionID:-1
Center:-0.132,3.578,0.779
Normal:21.981,14.111,8.614
NumPatches:26
-0.050, 3.712, 0.292
-0.099, 3.803, 0.299
-0.144, 3.767, 0.483
-0.195, 3.840, 0.493
-0.243, 3.823, 0.686
-0.290, 3.785, 0.880
-0.333, 3.745, 1.072
-0.281, 3.684, 1.055
-0.231, 3.614, 1.036
-0.181, 3.529, 1.014
-0.238, 3.703, 0.862
-0.192, 3.753, 0.672
-0.136, 3.545, 0.832
-0.133, 3.461, 0.994
-0.119, 3.362, 1.148
-0.075, 3.294, 1.125
-0.034, 3.148, 1.252
0.007, 3.186, 1.088
-0.043, 3.323, 0.953
-0.086, 3.480, 0.812
-0.043, 3.519, 0.629
-0.094, 3.679, 0.471
-0.090, 3.582, 0.638
-0.046, 3.599, 0.461
-0.003, 3.635, 0.287
0.000, 3.342, 0.778
RegionID:-1
Center:2.510,-0.790,0.625
Normal:23.434,12.813,6.839
NumPatches:25
2.355, -0.565, 0.701
2.375, -0.601, 0.710
2.396, -0.638, 0.719
2.413, -0.676, 0.727
2.432, -0.715, 0.737
2.456, -0.685, 0.599
2.483, -0.726, 0.607
2.449, -0.755, 0.746
2.430, -0.791, 0.882
2.446, -0.831, 0.890
2.467, -0.796, 0.754
2.556, -0.865, 0.632
2.585, -0.834, 0.489
2.558, -0.789, 0.482
2.571, -0.758, 0.349
2.554, -0.717, 0.346
2.538, -0.746, 0.477
2.632, -0.849, 0.360
2.604, -0.878, 0.496
2.573, -0.906, 0.639
2.509, -0.882, 0.770
2.463, -0.872, 0.899
2.486, -0.915, 0.911
2.684, -0.941, 0.371
2.735, -0.957, 0.235
RegionID:-1
Center:0.466,2.720,0.769
Normal:28.604,15.549,11.144
NumPatches:33
0.214, 2.927, 1.166
0.252, 2.948, 1.008
0.284, 2.902, 0.995
0.314, 2.845, 0.978
0.345, 2.806, 0.968
0.315, 2.935, 0.844
0.346, 2.889, 0.832
0.375, 2.766, 0.957
0.405, 2.722, 0.945
0.376, 2.844, 0.821
0.405, 2.800, 0.811
0.386, 2.906, 0.679
0.436, 2.691, 0.938
0.465, 2.652, 0.926
0.434, 2.758, 0.803
0.479, 2.781, 0.650
0.448, 2.818, 0.658
0.503, 2.680, 0.785
0.490, 2.596, 0.909
0.529, 2.640, 0.774
0.510, 2.742, 0.643
0.548, 2.759, 0.506
0.519, 2.797, 0.511
0.563, 2.646, 0.627
0.554, 2.599, 0.763
0.577, 2.553, 0.752
0.591, 2.474, 0.731
0.587, 2.599, 0.619
0.576, 2.717, 0.500
0.611, 2.558, 0.613
0.600, 2.384, 0.707
0.642, 2.422, 0.586
0.629, 2.640, 0.490
